source	target	probability
-2|	-24|-2	0.021739130434782608
-2|	6|-2	0.06976744186046512
-2|	-4|-2	0.020833333333333332
-2|	0|-2	0.011363636363636364
-2|	-26|-2	0.09375
-2|	-3|-2	0.0821917808219178
-2|	-7|-2	0.06756756756756757
-2|	-17|-2	0.05555555555555555
-2|	-1|-2	0.06097560975609756
-2|	-11|-2	0.037037037037037035
-2|	-13|-2	0.0625
-2|	-6|-2	0.04878048780487805
-2|	-10|-2	0.015151515151515152
-2|	-25|-2	0.1935483870967742
-2|	3|-2	0.018518518518518517
-2|	-15|-2	0.08333333333333333
-2|	-21|-2	0.08333333333333333
-2|	10|-2	0.06896551724137931
-2|	-12|-2	0.03225806451612903
-2|	-9|-2	0.17391304347826086
-2|	1|-2	0.02564102564102564
-2|	7|-2	0.05084745762711865
-2|	8|-2	0.09523809523809523
-2|	129|-2	0.1111111111111111
-2|	-28|-2	0.09090909090909091
-2|	5|-2	0.030303030303030304
-2|	-23|-2	0.06818181818181818
-2|	-32|-2	0.2857142857142857
-2|	-27|-2	0.08333333333333333
-2|	2|-2	0.07692307692307693
-2|	14|-2	0.125
-2|	-8|-2	0.13157894736842105
-2|	-22|-2	0.07692307692307693
-2|	-20|-2	0.16666666666666666
-2|	12|-2	0.05555555555555555
-2|	15|-2	0.1
-2|	-29|-2	0.125
-2|	21|-2	0.14285714285714285
-2|	-14|-2	0.043478260869565216
-2|	9|-2	0.14285714285714285
-2|	16|-2	0.1111111111111111
-2|	-33|-2	0.05555555555555555
-2|	11|-2	0.2
-2|	17|-2	0.25
-2|	19|-2	0.1
-2|	18|-2	0.125
-2|	24|-2	0.3333333333333333
-2|	22|-2	0.3333333333333333
-2|	128|-2	0.08333333333333333
-2|	-34|-2	0.0625
-2|	-30|-2	0.3333333333333333
-2|	26|-2	0.2
-2|	-31|-2	0.125
-2|	13|-2	0.4
-2|	-37|-2	1.0
-2|	-36|-2	1.0
-2|	20|-2	0.25
-2|	27|-2	0.25
-2|	23|-2	0.5
-2|	31|-2	0.5
-2|	-35|-2	1.0
-2|	34|-2	1.0
-2|	33|-2	1.0
-2|	25|-2	0.3333333333333333
-2|	-41|-2	1.0
-2|	30|-2	1.0
-1|	-5|-1	0.009009009009009009
-1|	-19|-1	0.03225806451612903
-1|	-18|-1	0.047619047619047616
-1|	-28|-1	0.022222222222222223
-1|	7|-1	0.018018018018018018
-1|	-16|-1	0.08
-1|	3|-1	0.07462686567164178
-1|	-2|-1	0.17708333333333334
-1|	-29|-1	0.30434782608695654
-1|	-9|-1	0.03140096618357488
-1|	-12|-1	0.08928571428571429
-1|	0|-1	0.1518987341772152
-1|	-10|-1	0.01694915254237288
-1|	-3|-1	0.008064516129032258
-1|	-8|-1	0.03225806451612903
-1|	-7|-1	0.01282051282051282
-1|	2|-1	0.027777777777777776
-1|	-4|-1	0.06666666666666667
-1|	-23|-1	0.16
-1|	12|-1	0.10256410256410256
-1|	-20|-1	0.05555555555555555
-1|	-32|-1	0.28402366863905326
-1|	-17|-1	0.01694915254237288
-1|	-13|-1	0.034482758620689655
-1|	-25|-1	0.10526315789473684
-1|	-24|-1	0.1
-1|	10|-1	0.3333333333333333
-1|	11|-1	0.023809523809523808
-1|	4|-1	0.10576923076923077
-1|	1|-1	0.075
-1|	-22|-1	0.13636363636363635
-1|	-6|-1	0.0196078431372549
-1|	-21|-1	0.034482758620689655
-1|	-26|-1	0.3333333333333333
-1|	-11|-1	0.03225806451612903
-1|	-15|-1	0.14285714285714285
-1|	6|-1	0.13793103448275862
-1|	-34|-1	0.576271186440678
-1|	14|-1	0.06896551724137931
-1|	-33|-1	0.6363636363636364
-1|	129|-1	0.16666666666666666
-1|	5|-1	0.05263157894736842
-1|	-27|-1	0.23529411764705882
-1|	-31|-1	0.06666666666666667
-1|	19|-1	0.08333333333333333
-1|	8|-1	0.034482758620689655
-1|	-36|-1	0.07142857142857142
-1|	128|-1	0.18556701030927836
-1|	9|-1	0.375
-1|	17|-1	0.3333333333333333
-1|	15|-1	0.2
-1|	24|-1	0.0625
-1|	16|-1	0.05555555555555555
-1|	13|-1	0.16666666666666666
-1|	20|-1	0.2727272727272727
-1|	29|-1	1.0
-1|	22|-1	0.5
-1|	21|-1	0.3333333333333333
-1|	-14|-1	0.09090909090909091
-1|	-30|-1	0.26666666666666666
-1|	-37|-1	0.25
-1|	-38|-1	0.2857142857142857
-1|	26|-1	0.5
-1|	23|-1	0.14285714285714285
-1|	18|-1	0.3333333333333333
-1|	28|-1	0.5
-1|	-35|-1	0.045454545454545456
-1|	-41|-1	0.42857142857142855
-1|	-39|-1	0.18181818181818182
-26|	-5|-26	0.05263157894736842
-26|	-27|-26	0.025
-26|	-28|-26	0.05263157894736842
-26|	7|-26	0.021739130434782608
-26|	0|-26	0.18181818181818182
-26|	-4|-26	0.043478260869565216
-26|	-17|-26	0.09090909090909091
-26|	-3|-26	0.13157894736842105
-26|	-23|-26	0.26666666666666666
-26|	-18|-26	0.14285714285714285
-26|	-25|-26	0.16666666666666666
-26|	-1|-26	0.05128205128205128
-26|	-29|-26	0.375
-26|	-6|-26	0.16666666666666666
-26|	3|-26	0.2
-26|	-14|-26	0.1111111111111111
-26|	-22|-26	0.05952380952380952
-26|	6|-26	0.07142857142857142
-26|	-19|-26	0.3157894736842105
-26|	128|-26	0.25
-26|	-16|-26	0.09090909090909091
-26|	-20|-26	0.5294117647058824
-26|	-21|-26	0.6162790697674418
-26|	-10|-26	0.16666666666666666
-26|	-2|-26	0.125
-26|	-13|-26	0.9642857142857143
-26|	-33|-26	0.1
-26|	9|-26	0.07692307692307693
-26|	4|-26	0.06315789473684211
-26|	-7|-26	0.16666666666666666
-26|	2|-26	0.13953488372093023
-26|	-24|-26	0.05405405405405406
-26|	-31|-26	0.23076923076923078
-26|	8|-26	0.21428571428571427
-26|	5|-26	0.0625
-26|	1|-26	0.2222222222222222
-26|	-9|-26	0.07692307692307693
-26|	10|-26	0.16666666666666666
-26|	12|-26	0.14285714285714285
-26|	13|-26	0.25
-26|	19|-26	0.3333333333333333
-26|	14|-26	0.16666666666666666
-26|	15|-26	0.08333333333333333
-26|	22|-26	0.25
-26|	18|-26	1.0
-26|	17|-26	0.1111111111111111
-26|	24|-26	0.25
-26|	-32|-26	0.3333333333333333
-26|	-30|-26	0.4578313253012048
-26|	-15|-26	0.14285714285714285
-26|	-12|-26	0.16666666666666666
-26|	-11|-26	0.2857142857142857
-26|	-8|-26	0.125
-26|	11|-26	0.8
-26|	-34|-26	0.125
-26|	129|-26	0.5
-26|	16|-26	1.0
-26|	26|-26	0.5
-26|	27|-26	1.0
-26|	23|-26	1.0
-26|	29|-26	0.5
-26|	28|-26	1.0
-26|	34|-26	1.0
-26|	25|-26	1.0
-26|	-38|-26	0.3333333333333333
-26|	-41|-26	1.0
-6|	-46|	0.0004935834155972359
-6|	-5|-6	0.018518518518518517
-6|	-27|-6	0.015873015873015872
-6|	4|-6	0.5185185185185185
-6|	-16|-6	0.05263157894736842
-6|	6|-6	0.08
-6|	-2|-6	0.041666666666666664
-6|	-21|-6	0.42962962962962964
-6|	-3|-6	0.06666666666666667
-6|	-8|-6	0.07894736842105263
-6|	1|-6	0.058823529411764705
-6|	-1|-6	0.06
-6|	-32|-6	0.2
-6|	-4|-6	0.125
-6|	-25|-6	0.7755102040816326
-6|	128|-6	0.014705882352941176
-6|	-18|-6	0.0625
-6|	-15|-6	0.08333333333333333
-6|	-19|-6	0.1
-6|	-10|-6	0.05454545454545454
-6|	-29|-6	0.07936507936507936
-6|	-24|-6	0.23076923076923078
-6|	0|-6	0.047619047619047616
-6|	3|-6	0.07692307692307693
-6|	5|-6	0.02702702702702703
-6|	-23|-6	0.3246753246753247
-6|	-28|-6	0.046511627906976744
-6|	-17|-6	0.0625
-6|	-11|-6	0.05263157894736842
-6|	18|-6	0.1111111111111111
-6|	12|-6	0.07692307692307693
-6|	17|-6	0.14285714285714285
-6|	-12|-6	0.02631578947368421
-6|	2|-6	0.034482758620689655
-6|	8|-6	0.08333333333333333
-6|	-7|-6	0.03571428571428571
-6|	7|-6	0.03225806451612903
-6|	-22|-6	0.019230769230769232
-6|	-14|-6	0.6363636363636364
-6|	-9|-6	0.2222222222222222
-6|	11|-6	0.2
-6|	-13|-6	0.16666666666666666
-6|	15|-6	0.06666666666666667
-6|	-33|-6	0.09090909090909091
-6|	-31|-6	0.047619047619047616
-6|	-20|-6	0.125
-6|	10|-6	0.1111111111111111
-6|	-34|-6	0.14285714285714285
-6|	129|-6	0.14285714285714285
-6|	9|-6	0.125
-6|	-26|-6	0.25
-6|	16|-6	0.42857142857142855
-6|	14|-6	0.16666666666666666
-6|	13|-6	0.09090909090909091
-6|	20|-6	0.5
-6|	21|-6	0.3333333333333333
-6|	22|-6	0.5
-6|	-30|-6	0.2222222222222222
-6|	19|-6	0.3333333333333333
-6|	23|-6	1.0
-6|	-35|-6	1.0
-6|	25|-6	0.5
-6|	-41|-6	1.0
-6|	30|-6	0.6666666666666666
-3|	-44|	0.0002376990729736154
-3|	-5|-3	0.06217616580310881
-3|	-19|-3	0.015151515151515152
-3|	5|-3	0.031746031746031744
-3|	-28|-3	0.20833333333333334
-3|	-16|-3	0.04597701149425287
-3|	6|-3	0.01639344262295082
-3|	-2|-3	0.05194805194805195
-3|	-9|-3	0.03508771929824561
-3|	0|-3	0.018018018018018018
-3|	-26|-3	0.0975609756097561
-3|	-10|-3	0.034482758620689655
-3|	-30|-3	0.1
-3|	-8|-3	0.03260869565217391
-3|	2|-3	0.022556390977443608
-3|	-17|-3	0.03389830508474576
-3|	1|-3	0.021739130434782608
-3|	-14|-3	0.03571428571428571
-3|	-1|-3	0.0425531914893617
-3|	-11|-3	0.02631578947368421
-3|	-13|-3	0.02702702702702703
-3|	-23|-3	0.07692307692307693
-3|	12|-3	0.022727272727272728
-3|	-25|-3	0.024390243902439025
-3|	128|-3	0.7579617834394905
-3|	-32|-3	0.1111111111111111
-3|	-18|-3	0.033707865168539325
-3|	4|-3	0.07058823529411765
-3|	-22|-3	0.022900763358778626
-3|	-29|-3	0.08
-3|	3|-3	0.02127659574468085
-3|	-15|-3	0.13559322033898305
-3|	-21|-3	0.078125
-3|	-4|-3	0.06666666666666667
-3|	-12|-3	0.056338028169014086
-3|	8|-3	0.22727272727272727
-3|	7|-3	0.03333333333333333
-3|	-24|-3	0.30303030303030304
-3|	-27|-3	0.18421052631578946
-3|	-34|-3	0.14285714285714285
-3|	-7|-3	0.11235955056179775
-3|	-6|-3	0.05
-3|	-20|-3	0.17647058823529413
-3|	14|-3	0.04081632653061224
-3|	10|-3	0.3
-3|	-33|-3	0.05555555555555555
-3|	13|-3	0.16666666666666666
-3|	15|-3	0.04
-3|	16|-3	0.029411764705882353
-3|	-31|-3	0.3157894736842105
-3|	19|-3	0.1111111111111111
-3|	11|-3	0.125
-3|	17|-3	0.058823529411764705
-3|	129|-3	0.0625
-3|	9|-3	0.061224489795918366
-3|	21|-3	0.07142857142857142
-3|	24|-3	0.13333333333333333
-3|	26|-3	0.1
-3|	22|-3	0.09090909090909091
-3|	-36|-3	0.16666666666666666
-3|	20|-3	0.16666666666666666
-3|	-35|-3	0.6666666666666666
-3|	18|-3	0.2
-3|	27|-3	0.2857142857142857
-3|	23|-3	0.25
-3|	29|-3	0.6
-3|	28|-3	0.5
-3|	33|-3	1.0
-3|	25|-3	1.0
-3|	38|-3	0.5
-3|	32|-3	1.0
-3|	-38|-3	0.5
-3|	-41|-3	0.3333333333333333
-3|	-43|-3	1.0
-3|	-40|-3	1.0
-3|	43|-3	1.0
-3|	30|-3	1.0
-36|	-45|	0.002325581395348837
-36|	-40|	0.002325581395348837
-36|	-5|-36	0.18181818181818182
-36|	-4|-36	0.25
-36|	-1|-36	0.05
-36|	-25|-36	0.5
-36|	-21|-36	0.25
-36|	-23|-36	0.022222222222222223
-36|	-29|-36	0.4666666666666667
-36|	-32|-36	0.25
-36|	0|-36	0.75
-36|	5|-36	0.3333333333333333
-36|	-8|-36	0.5833333333333334
-36|	3|-36	0.07142857142857142
-36|	-27|-36	0.1
-36|	-24|-36	0.029411764705882353
-36|	-17|-36	0.3333333333333333
-36|	-34|-36	0.027777777777777776
-36|	-20|-36	0.2
-36|	1|-36	0.3333333333333333
-36|	-2|-36	0.5
-36|	-9|-36	0.2
-36|	7|-36	0.3333333333333333
-36|	11|-36	0.5
-36|	2|-36	0.4
-36|	4|-36	0.18181818181818182
-36|	-18|-36	0.1111111111111111
-36|	10|-36	0.3333333333333333
-36|	6|-36	0.3333333333333333
-36|	12|-36	0.3333333333333333
-36|	24|-36	0.3333333333333333
-36|	14|-36	0.14285714285714285
-36|	-31|-36	0.3333333333333333
-36|	-14|-36	0.5
-36|	8|-36	0.5
-36|	15|-36	0.25
-36|	16|-36	1.0
-36|	17|-36	0.5
-36|	-7|-36	1.0
-36|	-16|-36	0.5
-36|	9|-36	0.5
-36|	128|-36	0.8235294117647058
-36|	-12|-36	1.0
-36|	-19|-36	1.0
-36|	-22|-36	1.0
-36|	-15|-36	1.0
-36|	-30|-36	0.5
-36|	-3|-36	1.0
-36|	-10|-36	0.25
-36|	129|-36	1.0
-36|	21|-36	1.0
-36|	-33|-36	0.6666666666666666
-36|	-35|-36	1.0
-36|	36|-36	1.0
-15|	-5|-15	0.1
-15|	-27|-15	0.21428571428571427
-15|	4|-15	0.043478260869565216
-15|	-4|-15	0.2857142857142857
-15|	-10|-15	0.09615384615384616
-15|	-8|-15	0.043478260869565216
-15|	2|-15	0.041666666666666664
-15|	-17|-15	0.10294117647058823
-15|	-14|-15	0.08333333333333333
-15|	-25|-15	0.2222222222222222
-15|	128|-15	0.10869565217391304
-15|	-19|-15	0.06896551724137931
-15|	-26|-15	0.08333333333333333
-15|	-3|-15	0.02
-15|	0|-15	0.02857142857142857
-15|	-6|-15	0.07142857142857142
-15|	-22|-15	0.061224489795918366
-15|	-18|-15	0.38461538461538464
-15|	1|-15	0.3
-15|	-16|-15	0.5128205128205128
-15|	8|-15	0.09090909090909091
-15|	-21|-15	0.125
-15|	3|-15	0.07692307692307693
-15|	129|-15	0.3333333333333333
-15|	-23|-15	0.09090909090909091
-15|	9|-15	0.09375
-15|	-2|-15	0.08333333333333333
-15|	-32|-15	0.5714285714285714
-15|	-29|-15	0.058823529411764705
-15|	-13|-15	0.11764705882352941
-15|	-9|-15	0.1
-15|	-7|-15	0.043478260869565216
-15|	-1|-15	0.05555555555555555
-15|	-24|-15	0.2903225806451613
-15|	14|-15	0.06666666666666667
-15|	-31|-15	0.25
-15|	7|-15	0.05714285714285714
-15|	12|-15	0.18518518518518517
-15|	6|-15	0.06666666666666667
-15|	11|-15	0.14285714285714285
-15|	-20|-15	0.0625
-15|	-12|-15	0.06896551724137931
-15|	5|-15	0.07142857142857142
-15|	-11|-15	0.0625
-15|	21|-15	0.6666666666666666
-15|	15|-15	0.3333333333333333
-15|	19|-15	0.2
-15|	16|-15	0.2
-15|	13|-15	0.14285714285714285
-15|	18|-15	0.3333333333333333
-15|	10|-15	0.6666666666666666
-15|	17|-15	0.3333333333333333
-15|	24|-15	0.3333333333333333
-15|	-28|-15	0.5
-15|	-35|-15	1.0
-15|	-34|-15	1.0
-15|	-36|-15	0.5
-15|	-30|-15	0.3333333333333333
-15|	20|-15	0.25
-15|	27|-15	1.0
-15|	26|-15	1.0
-15|	23|-15	1.0
-16|	-5|-16	0.030303030303030304
-16|	-28|-16	0.08333333333333333
-16|	7|-16	0.13793103448275862
-16|	10|-16	0.13333333333333333
-16|	-2|-16	0.05263157894736842
-16|	-10|-16	0.05263157894736842
-16|	-8|-16	0.025
-16|	-11|-16	0.2191780821917808
-16|	-25|-16	0.038461538461538464
-16|	-3|-16	0.2857142857142857
-16|	-9|-16	0.027624309392265192
-16|	-23|-16	0.045454545454545456
-16|	-24|-16	0.05128205128205128
-16|	-17|-16	0.05263157894736842
-16|	-19|-16	0.5714285714285714
-16|	-6|-16	0.2608695652173913
-16|	-29|-16	0.0625
-16|	-13|-16	0.0625
-16|	-21|-16	0.029850746268656716
-16|	-1|-16	0.10344827586206896
-16|	-22|-16	0.5380952380952381
-16|	0|-16	0.12903225806451613
-16|	-12|-16	0.13513513513513514
-16|	2|-16	0.047619047619047616
-16|	-18|-16	0.03571428571428571
-16|	128|-16	0.7909930715935335
-16|	-7|-16	0.14814814814814814
-16|	12|-16	0.08333333333333333
-16|	-31|-16	0.30434782608695654
-16|	-14|-16	0.02702702702702703
-16|	-20|-16	0.06
-16|	6|-16	0.18181818181818182
-16|	8|-16	0.125
-16|	1|-16	0.0625
-16|	3|-16	0.06666666666666667
-16|	-15|-16	0.16666666666666666
-16|	129|-16	0.1111111111111111
-16|	5|-16	0.125
-16|	4|-16	0.16216216216216217
-16|	15|-16	0.09090909090909091
-16|	-34|-16	0.5
-16|	16|-16	0.2222222222222222
-16|	13|-16	0.25
-16|	-4|-16	0.05555555555555555
-16|	17|-16	0.1111111111111111
-16|	11|-16	0.5
-16|	14|-16	0.14285714285714285
-16|	18|-16	0.25
-16|	24|-16	0.2
-16|	19|-16	0.16666666666666666
-16|	22|-16	0.25
-16|	-27|-16	0.043478260869565216
-16|	-32|-16	1.0
-16|	-26|-16	0.125
-16|	-33|-16	1.0
-16|	-30|-16	0.3333333333333333
-16|	9|-16	0.125
-16|	20|-16	1.0
-16|	21|-16	0.5
-16|	26|-16	0.5
-16|	27|-16	1.0
-16|	23|-16	1.0
-16|	29|-16	0.5
-16|	-35|-16	0.5
-16|	34|-16	1.0
-16|	25|-16	0.5
-16|	-39|-16	1.0
-16|	30|-16	1.0
-8|	-5|-8	0.04065040650406504
-8|	-19|-8	0.05084745762711865
-8|	4|-8	0.037037037037037035
-8|	5|-8	0.26666666666666666
-8|	7|-8	0.029411764705882353
-8|	-24|-8	0.07142857142857142
-8|	6|-8	0.043478260869565216
-8|	-2|-8	0.20689655172413793
-8|	-9|-8	0.19148936170212766
-8|	-12|-8	0.07936507936507936
-8|	0|-8	0.05172413793103448
-8|	-10|-8	0.06086956521739131
-8|	15|-8	0.3333333333333333
-8|	2|-8	0.08
-8|	1|-8	0.28
-8|	-14|-8	0.08333333333333333
-8|	-1|-8	0.017241379310344827
-8|	-11|-8	0.043478260869565216
-8|	-13|-8	0.030303030303030304
-8|	12|-8	0.07142857142857142
-8|	-6|-8	0.05263157894736842
-8|	-3|-8	0.037037037037037035
-8|	-17|-8	0.12359550561797752
-8|	-25|-8	0.14285714285714285
-8|	-29|-8	0.75
-8|	-4|-8	0.020833333333333332
-8|	9|-8	0.09090909090909091
-8|	-7|-8	0.03333333333333333
-8|	-21|-8	0.07692307692307693
-8|	-22|-8	0.05263157894736842
-8|	-28|-8	0.1111111111111111
-8|	-27|-8	0.029411764705882353
-8|	-16|-8	0.02564102564102564
-8|	-23|-8	0.034482758620689655
-8|	-20|-8	0.058823529411764705
-8|	-33|-8	0.25
-8|	-18|-8	0.08333333333333333
-8|	11|-8	0.07692307692307693
-8|	-31|-8	0.125
-8|	19|-8	0.16666666666666666
-8|	14|-8	0.08
-8|	-15|-8	0.041666666666666664
-8|	3|-8	0.06666666666666667
-8|	10|-8	0.125
-8|	8|-8	0.23076923076923078
-8|	16|-8	0.047619047619047616
-8|	13|-8	0.2222222222222222
-8|	17|-8	0.2
-8|	24|-8	1.0
-8|	22|-8	1.0
-8|	-26|-8	0.0625
-8|	129|-8	0.125
-8|	128|-8	0.848
-8|	-32|-8	0.058823529411764705
-8|	-30|-8	0.16666666666666666
-8|	-36|-8	0.25
-8|	-34|-8	0.5
-8|	20|-8	0.25
-8|	18|-8	0.3333333333333333
-8|	23|-8	0.5
-8|	21|-8	0.3333333333333333
-8|	31|-8	0.6666666666666666
-8|	26|-8	1.0
-8|	-35|-8	1.0
-8|	34|-8	1.0
-8|	25|-8	1.0
-8|	37|-8	0.5
-8|	-38|-8	0.25
2|	-5|2	0.288135593220339
2|	-19|2	0.05714285714285714
2|	-28|2	0.09090909090909091
2|	7|2	0.06422018348623854
2|	-24|2	0.22784810126582278
2|	6|2	0.03636363636363636
2|	-2|2	0.09009009009009009
2|	0|2	0.02074688796680498
2|	-26|2	0.08196721311475409
2|	-3|2	0.015037593984962405
2|	-7|2	0.015873015873015872
2|	-17|2	0.00909090909090909
2|	-1|2	0.014492753623188406
2|	8|2	0.21052631578947367
2|	12|2	0.42105263157894735
2|	-25|2	0.2222222222222222
2|	4|2	0.2756183745583039
2|	5|2	0.007936507936507936
2|	3|2	0.025806451612903226
2|	-15|2	0.09090909090909091
2|	-21|2	0.2222222222222222
2|	10|2	0.06896551724137931
2|	-31|2	0.023255813953488372
2|	-10|2	0.02727272727272727
2|	-12|2	0.1836734693877551
2|	-6|2	0.05714285714285714
2|	-9|2	0.02857142857142857
2|	1|2	0.2222222222222222
2|	14|2	0.10344827586206896
2|	-18|2	0.07692307692307693
2|	-23|2	0.05
2|	9|2	0.03636363636363636
2|	-32|2	0.07692307692307693
2|	-27|2	0.02
2|	-29|2	0.034482758620689655
2|	-8|2	0.05172413793103448
2|	-13|2	0.04
2|	-14|2	0.07317073170731707
2|	-22|2	0.024390243902439025
2|	-20|2	0.03333333333333333
2|	19|2	0.07142857142857142
2|	15|2	0.0625
2|	128|2	0.12796208530805686
2|	-11|2	0.2222222222222222
2|	-4|2	0.041666666666666664
2|	-16|2	0.07142857142857142
2|	-34|2	0.16666666666666666
2|	21|2	0.125
2|	16|2	0.2
2|	11|2	0.03571428571428571
2|	129|2	0.13333333333333333
2|	24|2	0.08333333333333333
2|	17|2	0.2
2|	13|2	0.125
2|	26|2	0.1111111111111111
2|	-36|2	0.16666666666666666
2|	22|2	1.0
2|	-30|2	0.1111111111111111
2|	-33|2	0.1
2|	-39|2	1.0
2|	-37|2	0.5
2|	20|2	1.0
2|	18|2	0.5
2|	27|2	0.5
2|	23|2	0.25
2|	29|2	0.5
2|	31|2	0.3333333333333333
2|	34|2	1.0
2|	25|2	1.0
2|	-38|2	0.3333333333333333
2|	-40|2	1.0
-17|	-5|-17	0.09174311926605505
-17|	-19|-17	0.005076142131979695
-17|	3|-17	0.06666666666666667
-17|	-21|-17	0.53
-17|	-29|-17	0.044444444444444446
-17|	0|-17	0.044444444444444446
-17|	-26|-17	0.2857142857142857
-17|	-30|-17	0.6524822695035462
-17|	-3|-17	0.08771929824561403
-17|	-7|-17	0.1016949152542373
-17|	2|-17	0.11538461538461539
-17|	-4|-17	0.0625
-17|	-1|-17	0.045454545454545456
-17|	128|-17	0.7397260273972602
-17|	-12|-17	0.046296296296296294
-17|	-23|-17	0.5180722891566265
-17|	-24|-17	0.01749271137026239
-17|	-25|-17	0.0967741935483871
-17|	-22|-17	0.034482758620689655
-17|	-8|-17	0.022727272727272728
-17|	-16|-17	0.2647058823529412
-17|	-10|-17	0.025
-17|	4|-17	0.05063291139240506
-17|	-18|-17	0.05
-17|	-20|-17	0.034482758620689655
-17|	1|-17	0.17647058823529413
-17|	6|-17	0.17142857142857143
-17|	-9|-17	0.03125
-17|	-28|-17	0.16129032258064516
-17|	5|-17	0.08064516129032258
-17|	-15|-17	0.125
-17|	-2|-17	0.022222222222222223
-17|	-11|-17	0.09523809523809523
-17|	-32|-17	0.11428571428571428
-17|	-36|-17	0.3333333333333333
-17|	9|-17	0.034482758620689655
-17|	10|-17	0.10526315789473684
-17|	-27|-17	0.02564102564102564
-17|	-34|-17	0.16666666666666666
-17|	-13|-17	0.14754098360655737
-17|	14|-17	0.07142857142857142
-17|	12|-17	0.06666666666666667
-17|	129|-17	0.05555555555555555
-17|	7|-17	0.06818181818181818
-17|	16|-17	0.07407407407407407
-17|	-31|-17	0.2
-17|	19|-17	0.0625
-17|	-33|-17	0.5
-17|	-6|-17	0.05263157894736842
-17|	13|-17	0.125
-17|	15|-17	0.08333333333333333
-17|	8|-17	0.07142857142857142
-17|	17|-17	0.07142857142857142
-17|	11|-17	0.06666666666666667
-17|	26|-17	0.14285714285714285
-17|	22|-17	0.5
-17|	24|-17	0.5
-17|	-14|-17	0.06666666666666667
-17|	21|-17	0.3333333333333333
-17|	20|-17	0.2
-17|	18|-17	1.0
-17|	27|-17	0.3333333333333333
-17|	29|-17	0.25
-17|	31|-17	0.5
-17|	28|-17	0.5
-17|	33|-17	0.5
-17|	25|-17	0.5
-17|	35|-17	1.0
-17|	-41|-17	0.14285714285714285
6|	41|	0.00037064492216456633
6|	-5|6	0.2815533980582524
6|	-19|6	0.5
6|	4|6	0.2
6|	-18|6	0.047619047619047616
6|	5|6	0.16326530612244897
6|	3|6	0.1111111111111111
6|	-24|6	0.1111111111111111
6|	-4|6	0.027777777777777776
6|	-2|6	0.3
6|	-9|6	0.09090909090909091
6|	-12|6	0.15789473684210525
6|	0|6	0.00390625
6|	-26|6	0.041666666666666664
6|	-3|6	0.24
6|	-8|6	0.03333333333333333
6|	-7|6	0.022222222222222223
6|	2|6	0.05785123966942149
6|	-17|6	0.1
6|	1|6	0.05263157894736842
6|	-14|6	0.17647058823529413
6|	-13|6	0.375
6|	8|6	0.11764705882352941
6|	-23|6	0.07692307692307693
6|	-6|6	0.05714285714285714
6|	-25|6	0.16666666666666666
6|	-1|6	0.125
6|	-29|6	0.6153846153846154
6|	-28|6	0.3333333333333333
6|	-11|6	0.1111111111111111
6|	-16|6	0.08333333333333333
6|	-31|6	0.25
6|	-10|6	0.09803921568627451
6|	9|6	0.02857142857142857
6|	14|6	0.16666666666666666
6|	7|6	0.024
6|	-21|6	0.09090909090909091
6|	-27|6	0.1111111111111111
6|	-20|6	0.0625
6|	15|6	0.25
6|	-15|6	0.05
6|	-32|6	0.9770642201834863
6|	12|6	0.0625
6|	10|6	0.21052631578947367
6|	11|6	0.125
6|	-34|6	0.5
6|	-22|6	0.058823529411764705
6|	128|6	0.9864864864864865
6|	19|6	0.8
6|	13|6	0.3333333333333333
6|	18|6	0.5
6|	-36|6	0.3333333333333333
6|	-33|6	0.6666666666666666
6|	129|6	0.16666666666666666
6|	-30|6	0.25
6|	26|6	0.5
6|	20|6	1.0
6|	21|6	1.0
6|	-37|6	0.3333333333333333
6|	-40|6	1.0
0|	-48|	0.00021026072329688813
0|	-5|0	0.06015037593984962
0|	-19|0	0.012345679012345678
0|	4|0	0.14349775784753363
0|	5|0	0.06329113924050633
0|	7|0	0.027777777777777776
0|	-16|0	0.06060606060606061
0|	3|0	0.046052631578947366
0|	6|0	0.8775510204081632
0|	-2|0	0.06666666666666667
0|	-9|0	0.0625
0|	-12|0	0.043010752688172046
0|	-10|0	0.02631578947368421
0|	-30|0	0.16666666666666666
0|	-7|0	0.025974025974025976
0|	2|0	0.007692307692307693
0|	-17|0	0.027522935779816515
0|	1|0	0.03636363636363636
0|	128|0	0.19008264462809918
0|	-1|0	0.014285714285714285
0|	-20|0	0.047619047619047616
0|	-23|0	0.10948905109489052
0|	-25|0	0.07142857142857142
0|	-3|0	0.05181347150259067
0|	-15|0	0.0625
0|	-27|0	0.0625
0|	-24|0	0.125
0|	-6|0	0.05
0|	-14|0	0.05263157894736842
0|	-22|0	0.20588235294117646
0|	-28|0	0.025
0|	-4|0	0.050505050505050504
0|	-34|0	0.9245689655172413
0|	9|0	0.02631578947368421
0|	-8|0	0.1
0|	-26|0	0.02564102564102564
0|	-29|0	0.019230769230769232
0|	-32|0	0.8359375
0|	-36|0	0.09090909090909091
0|	12|0	0.027777777777777776
0|	-11|0	0.045454545454545456
0|	-13|0	0.1
0|	19|0	0.045454545454545456
0|	15|0	0.17647058823529413
0|	8|0	0.06666666666666667
0|	-18|0	0.058823529411764705
0|	129|0	0.21739130434782608
0|	14|0	0.08333333333333333
0|	-31|0	0.08333333333333333
0|	10|0	0.15789473684210525
0|	11|0	0.05555555555555555
